campaign,campaign_id,name_has_plus
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom short),48298119899668,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom),138355642004450,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout thermal curtains for bedroom),140573434527417,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for bedroom blackout),6627391537683,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(farmhouse blackout curtains for bedroom),189396489835702,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(total blackout curtains for bedroom),106574902256387,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom blackout curtains),249033894372451,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom curtains 2 panel sets blackout),119167566843035,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),152467249190720,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain bedroom),189800218760162,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),206222164387212,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtain blackout bedroom),84694891872972,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(long blackout curtains for bedroom),210234681162266,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains for bedroom),23479329084646,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),144007504292266,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(farmhouse blackout curtains for living room),136686642315773,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for living room),276811829693978,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains living room),255186651578076,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for the living room),232063548658978,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),245046991151583,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for living room blackout),2485558221192,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(living room blackout curtains),112126037303571,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for living room),189384694937121,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains living room),112715639986027,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(living room curtains blackout),133352028057564,False
D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Sliding Door)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(sliding door curtains blackout),211567792544765,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen blackout curtains 108 inches long),130720378914995,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural flax linen curtains blackout),58900942575037,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain linen),252152068378131,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout lined linen curtains),79376557043129,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(flax linen blackout curtains),221491141367064,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtain),66429195107872,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory linen curtains blackout),44024574121576,False
D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtains for bedroom),255879677218513,False
D-LC-SP-EXACT-blackout curtain-LINEN-CURTAIN-52x90-BEIGE-2-PCS,135096890127720,False
D-LC-SP-PAT-B0CSSDGWVT-LINEN-CURTAIN-52x84-NATURAL-2-PCS,3450605895066,False
D-LC-SP-PAT-B0D8KY5HVQ-LINEN-CURTAIN-52x84-NATURAL-2-PCS,136539982299531,False
D-LC-SP-PAT-B0DBLRPBT6-LINEN-CURTAIN-52x84-NATURAL-2-PCS,23902632478602,False
D-LC-SP-PAT-B0DFWNNRZT-LINEN-CURTAIN-52x84-NATURAL-2-PCS,42273370055086,False
D-LC-SP-PAT-B0DR49RC45-LINEN-CURTAIN-52x84-NATURAL-2-PCS,11069998497846,False
D-LC-SP-PAT-B0F7GY74WD-LINEN-CURTAIN-52x84-NATURAL-2-PCS,25494268388213,False
D-LC-SP-PAT-B0FK5859JV-LINEN-CURTAIN-52x84-NATURAL-2-PCS,132397805607974,False
D-LC-SP-PAT-B0FK58S5VW-LINEN-CURTAIN-52x84-NATURAL-2-PCS,16643164227639,False
D-LC-SP-PAT-B0FK58Y375-LINEN-CURTAIN-52x84-NATURAL-2-PCS,61551287576209,False
D-LC-SP-PAT-B0FKGF76ZQ-LINEN-CURTAIN-52x84-NATURAL-2-PCS,24985490101216,False
D-LC-SP-PAT-B0GR67MC4D-LINEN-CURTAIN-52x84-NATURAL-2-PCS,270348205511079,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x108-BEIGE-2-PCS)-(108 inch curtains),84882132478638,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(curtains 108 inch long),274142084968799,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige curtains),96623786103602,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LINEN-2-PCS)-(90 inch curtains),202226129865445,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains),261344347940965,False
D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(curtains 96 inch long),124737259255454,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-BEIGE-2-PCS)-(108 inch blackout curtains),160550289492465,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inch long),47610596683293,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(curtains blackout 84 inch length),31683995795090,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(thermal blackout curtains 84 inch),264053404011620,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(84 inch blackout curtains),80070708416776,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(blackout curtains 84 inch long),237430607091141,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains),231695673276440,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(84 inch curtains blackout),25343966694332,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout curtains 84 inch long 2 panels set),152817828652289,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout drapes 84 inch 2 panels),134116746877772,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains),142111767345903,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),19517102552781,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),240150520227677,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),72939964887486,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-BEIGE-2-PCS)-(96 inch blackout curtains),31161280769444,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-BEIGE-2-PCS)-(blackout curtains 96 inch long),130553486344120,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains 2 panel set blackout),199895864090510,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(blackout curtains for bedroom 84 inch long),183226142427040,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Room Darkening)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(room darkening curtains 84 inch long),226462923625137,False
D-LC-SP-PHRASE-RAN-DO-(Curtains|Room Darkening)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(room darkening curtains 84 inch),188107863431530,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(linen curtains 84 inch long),226848667553852,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen curtains),112407118761050,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(warm ivory linen curtains),259708553263887,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(linen curtains natural fabric),221123573941930,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural linen curtains),5436372539971,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige linen curtains),75932919295164,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(linen curtains 96 inch long),182881936754162,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen blackout curtains),206706931140396,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(linen blackout curtains 84 inch long),111730149584418,False
D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(linen blackout curtains),175377613605069,False
D-LC-SP-bedroom black out curtains 2 panel sets-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,207472479676900,False
D-LC-SP-bedroom black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,242558534444642,False
D-LC-SP-beige black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,181911973045508,False
D-LC-SP-beige linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,22558120096147,False
D-LC-SP-black out beige curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,85347287042783,False
D-LC-SP-black out curtains 108 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,265446964796767,False
D-LC-SP-black out curtains 120 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,267993546635881,False
D-LC-SP-black out curtains 2 panel-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,181808483703606,False
D-LC-SP-black out curtains 63 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,38741306394185,False
D-LC-SP-black out curtains 72 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,222224106482126,False
D-LC-SP-black out curtains 72 inch wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,115982228661622,False
D-LC-SP-black out curtains 84 inch long 2 panels-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,5621782778161,False
D-LC-SP-black out curtains 84 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,101540493924737,False
D-LC-SP-black out curtains 90 inch long 2 panels-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS,244499165114799,False
D-LC-SP-black out curtains 90 inch long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS,2513506347724,False
D-LC-SP-black out curtains 96 inch long 2 panels-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,168749473297073,False
D-LC-SP-black out curtains 96 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,269802061751068,False
D-LC-SP-black out curtains for bedroom windows-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,156428252103624,False
D-LC-SP-black out curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,33921535950977,False
D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,276515520409564,False
D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,264851168399626,False
D-LC-SP-black out curtains short length-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,53798217874505,False
D-LC-SP-black out curtains short window-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,220088442329727,False
D-LC-SP-black out curtains thermal insulated-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,47614391995703,False
D-LC-SP-black out curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,76109269110778,False
D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,89255648186837,False
D-LC-SP-black out drapes for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,54057854323283,False
D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,152945299738682,False
D-LC-SP-black out linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,34407293249921,False
D-LC-SP-black out thermal curtains 84 inch long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,277048802732003,False
D-LC-SP-black out thermal curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,152131146759008,False
D-LC-SP-black out window curtain-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,149289111447783,False
D-LC-SP-blackout curtain 120 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,187987239216454,False
D-LC-SP-blackout curtain 63 inch length-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,92679814374716,False
D-LC-SP-blackout curtain 72 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,278014377625134,False
D-LC-SP-blackout curtain for living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,162762556566177,False
D-LC-SP-blackout curtains 120-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,220843069160942,False
D-LC-SP-blackout curtains 72 inches wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,141771686157799,False
D-LC-SP-blackout curtains 90+ inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS,102285963463438,True
D-LC-SP-blackout curtains energy efficient-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,198175053571217,False
D-LC-SP-blackout curtains for bedroom 72 wide-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,61084388226177,False
D-LC-SP-blackout curtains for bedrooms-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,236027223760344,False
D-LC-SP-blackout curtains for dorm room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,90906585778322,False
D-LC-SP-blackout curtains for dorm-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,140521055227174,False
D-LC-SP-blackout curtains for small windows-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,2049881359107,False
D-LC-SP-blackout curtains light blocking-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,191496093494787,False
D-LC-SP-blackout curtains renter friendly-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,131064509288472,False
D-LC-SP-blackout curtains short length-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,92050233923645,False
D-LC-SP-blackout drapes curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,240685992749214,False
D-LC-SP-blackout drapes for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,211403385601534,False
D-LC-SP-blackout drapes for living room-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,220806449209547,False
D-LC-SP-blackout drapes living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,86099755247245,False
D-LC-SP-blackout drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,167580481419694,False
D-LC-SP-blackout ivory curtains bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,88066841079964,False
D-LC-SP-blackout panel curtains-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,161847707631171,False
D-LC-SP-cortina blackout para cuarto-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,90026691881290,False
D-LC-SP-cortinas black out para dormitorio-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,30329736096421,False
D-LC-SP-cortinas black out-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,212649400783037,False
D-LC-SP-cortinas blackout para dormitorio largas-(Blackout-ES)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,146140855749363,False
D-LC-SP-cortinas blackout para dormitorio-(Blackout-ES)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,123950187153574,False
D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,155193407502636,False
D-LC-SP-cortinas blackout para sala-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,210009335164009,False
D-LC-SP-cortinas blackout-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,49821784111543,False
D-LC-SP-cortinas de cuarto blackout-(Blackout-ES)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,225156149247296,False
D-LC-SP-cortinas para habitacion blackout-(Blackout-ES)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,105792303695675,False
D-LC-SP-cream beige blackout curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,107463729062878,False
D-LC-SP-cream black out curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,26378314236938,False
D-LC-SP-cream blackout curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,229078710877275,False
D-LC-SP-cream blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,222878416807897,False
D-LC-SP-cream blackout curtains 96 + inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,207787890666907,True
D-LC-SP-cream blackout curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,196117386459479,False
D-LC-SP-cream room darkening curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,280453576569711,False
D-LC-SP-curtain blackout linen-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,224416772899788,False
D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,116013941104125,False
D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,83214070314460,False
D-LC-SP-darkening curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,210554057387685,False
D-LC-SP-darkening curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,128291654075664,False
D-LC-SP-dorm blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,136873874232969,False
D-LC-SP-energy efficient blackout curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,38721970561112,False
D-LC-SP-extra long blackout curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,190053543201695,False
D-LC-SP-extra long linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,213169046122539,False
D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,259618999045594,False
D-LC-SP-floor to ceiling curtains blackout-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,46082611624095,False
D-LC-SP-greige blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,201361669749421,False
D-LC-SP-grey black out curtains 63 inch long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LIGHT-GREY-2-PCS,97338180501782,False
D-LC-SP-grey linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,11972163962047,False
D-LC-SP-ivory black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,135421555663477,False
D-LC-SP-ivory blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,155871914343657,False
D-LC-SP-ivory linen curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,279286398472627,False
D-LC-SP-light blocking curtains 63 inch-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,181052260208263,False
D-LC-SP-light blocking curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,217755078569536,False
D-LC-SP-light blocking curtains for bedroom-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,45650119408536,False
D-LC-SP-light blocking curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,181793630533546,False
